"SDG","SDG target","SDG indicator","Indicator Code","Indicator name","Geographical area code","Geographical area name","Year","Value","Time detail","Source","Footnote","Type of data","Units","Age group","Bounds","Frequency","Level/Status","Location","Type of reporting","Sex","SDG 6 Data portal level"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Curaçao","2017",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Curaçao","2017",98.950275118219,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Anguilla","2017",96.702161605351,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Dominica","2017",80.366424880094,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Grenada","2017",91.49389213372,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Antigua and Barbuda","2017",87.504282384415,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Sint Maarten (Dutch part)","2017",98.781026560399,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Turks and Caicos Islands","2018",9.2,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Turks and Caicos Islands","2018",61.35,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Turks and Caicos Islands","2018",17.438636363636,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Turks and Caicos Islands","2018",87.988636363636,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Turks and Caicos Islands","2018",10.406818181818,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Turks and Caicos Islands","2018",1.6045454545454,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Barbados","2018",0.82469385993589,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Turks and Caicos Islands","2018",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Turks and Caicos Islands","2018",87.988636363636,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Bahamas","2019",21.449146114449,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Bahamas","2019",76.798499366055,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Bahamas","2019",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Bahamas","2019",98.247645480505,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Bahamas","2019",1.5291587794346,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Open defecation",NA,"Bahamas","2019",0.22319574006056,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Open defecation"
NA,NA,"6.2.1a",NA,"Sanitation, Limited service",NA,"Bahamas","2019",3.3170631497455,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Limited service"
NA,NA,"6.2.1a",NA,"Sanitation, At least basic service",NA,"Bahamas","2019",94.930582330759,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"National",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > At least basic service"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Argentina","2020",66.027614887808,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Ecuador","2020",87.789064435169,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Colombia","2020",92.808363442072,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Saint Martin (French Part)","2020",60.175965102976,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Cuba","2020",70.988198651685,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"El Salvador","2020",57.651930267543,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Mexico","2020",91.319292633244,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Brazil","2020",78.197634613165,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Bolivia (Plurinational State of)","2020",69.037249862902,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Haiti","2020",0.89338624433069,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Jamaica","2020",35.800755280883,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Chile","2020",98.484448518847,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Saint Barthélemy","2020",5.7129333085548,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Costa Rica","2020",24.801677847244,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Honduras","2020",66.923021436841,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Falkland Islands (Malvinas)","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Dominican Republic","2020",18.833500303867,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Belize","2020",18.144712603717,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Guyana","2020",8.072375378534,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Sewer",NA,"Guatemala","2020",69.870884632192,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Sewer"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Guyana","2020",80.890050121801,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Guatemala","2020",7.4058471014605,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Argentina","2020",22.360221141018,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Ecuador","2020",12.210935564831,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Colombia","2020",5.1363285919152,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Saint Martin (French Part)","2020",39.664924723218,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Cuba","2020",13.57280764045,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"El Salvador","2020",19.498200232457,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Mexico","2020",8.3833703046959,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Brazil","2020",10.662716879746,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Bolivia (Plurinational State of)","2020",15.40681278728,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Haiti","2020",26.716169475581,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Jamaica","2020",29.082991202346,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Saint Barthélemy","2020",87.742923502316,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Chile","2020",1.5155514811528,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Costa Rica","2020",73.733054394728,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Honduras","2020",21.145503894312,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Dominican Republic","2020",71.467127513812,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Septic tank",NA,"Belize","2020",72.952844748597,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Septic tank"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Saint Martin (French Part)","2020",0.1591101738052,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Cuba","2020",10.231294772302,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Colombia","2020",1.1552847195972,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"El Salvador","2020",22.8498695,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Mexico","2020",0.18084036403343,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Brazil","2020",5.2533947058555,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Bolivia (Plurinational State of)","2020",13.398209462334,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Haiti","2020",55.240517641486,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Jamaica","2020",33.704798397165,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Chile","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Saint Barthélemy","2020",6.5441431891289,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Costa Rica","2020",0.5102826243288,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Honduras","2020",8.6536822183779,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Falkland Islands (Malvinas)","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Dominican Republic","2020",7.0717482987855,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Belize","2020",7.9732844104536,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Guyana","2020",8.78906488283,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Guatemala","2020",13.148643425568,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Argentina","2020",11.612163971174,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Improved latrine and other",NA,"Ecuador","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Improved latrine and other"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Colombia","2020",99.099976753584,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Saint Martin (French Part)","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Cuba","2020",94.792301064437,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"El Salvador","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Mexico","2020",99.883503301973,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Brazil","2020",94.113746198766,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Haiti","2020",82.850073361398,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Bolivia (Plurinational State of)","2020",97.842272112517,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Jamaica","2020",98.588544880395,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Chile","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Saint Barthélemy","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Costa Rica","2020",99.045014866301,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Honduras","2020",96.72220754953,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Falkland Islands (Malvinas)","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Dominican Republic","2020",97.372376116464,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Belize","2020",99.070841762768,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Guyana","2020",97.751490383165,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Guatemala","2020",90.425375159221,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Argentina","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Total",NA,"Ecuador","2020",100,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"Proportion of population using an improved sanitation facility > Total"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Guyana","2020",2.2485096168347,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Guatemala","2020",8.6700438816168,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Argentina","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Ecuador","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Saint Martin (French Part)","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Colombia","2020",0.30031036210752,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Cuba","2020",5.0851347486473,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"El Salvador","2020",0,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Mexico","2020",0.11649669802682,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
NA,NA,"6.2.1a",NA,"Sanitation, Unimproved",NA,"Brazil","2020",5.8862538012343,NA,"WHO, UNICEF",NA,NA,NA,NA,NA,NA,NA,"Urban",NA,NA,"6.2.1a Proportion of population using safely managed sanitation services > Unimproved"
